child_id,session_id,session_date,age,grade,gender,passage_id,passage_level,reading_duration_sec,words_total,words_correct,words_incorrect,reading_speed_wpm,pronunciation_accuracy,fluency_score,word_error_rate,hesitation_count,repetition_count,omission_count,substitution_count,insertion_count,transcribed_text,pitch_mean,energy_mean,avg_pause_duration,error_pattern_features,normalized_speed,normalized_fluency,normalized_accuracy,pitch_variability,energy_variability,pause_pattern_score,phonological_score,decoding_score,fluency_subscore,pronunciation_subscore,weak_skill,difficulty_score,difficulty_level,intervention_intensity
C016,C016-S04,2026-08-29,12,7,Female,P03,Moderate,160.9,138,57,81,51.5,50.0,47.8,0.597,6,5,2,4,0,the children walked across the road before entering the school,240.6,0.44,0.99,omission:2;substitution:4;insertion:0;repetition:5,51.5,47.8,41.0,31.8,0.09,28.4,58.9,77.9,50.5,50.5,pronunciation,0.646,High,High
C016,C016-S05,2026-09-05,12,7,Female,P04,Challenging,93.0,112,46,66,72.3,51.0,38.6,0.585,6,2,1,2,0,the children walked across the road before entering the school,219.1,0.39,0.97,omission:1;substitution:2;insertion:0;repetition:2,72.3,38.6,40.9,30.6,0.1,30.8,64.8,86.3,36.3,48.4,fluency,0.52,High,High
C017,C017-S01,2026-08-02,12,7,Female,P03,Moderate,75.1,138,83,55,110.3,79.5,73.3,0.408,4,0,3,2,0,the teacher explained the lesson using pictures and examples,226.4,0.55,0.71,omission:3;substitution:2;insertion:0;repetition:0,110.3,73.3,59.9,18.3,0.08,53.1,76.6,80.5,75.6,81.0,fluency,0.337,Moderate,Moderate
C017,C017-S02,2026-08-09,12,7,Female,P05,Challenging,63.4,109,80,29,103.2,73.2,68.5,0.276,3,2,1,1,1,the young student carefully followed the instructions in the classroom,225.1,0.5,0.48,omission:1;substitution:1;insertion:1;repetition:2,103.2,68.5,73.7,23.0,0.1,58.0,87.7,90.5,66.5,76.3,fluency,0.262,Moderate,Moderate
C017,C017-S03,2026-08-16,12,7,Female,P03,Moderate,106.5,141,124,17,79.4,91.3,62.2,0.13,3,1,4,3,1,the family spent the evening reading a new story together,239.6,0.53,0.92,omission:4;substitution:3;insertion:1;repetition:1,79.4,62.2,88.1,25.6,0.09,37.7,88.1,64.1,62.4,90.9,fluency,0.223,Low,Low
C017,C017-S04,2026-08-23,12,7,Female,P01,Easy,83.5,121,95,26,86.9,94.0,59.9,0.202,4,1,1,3,0,the student tried to understand the difficult passage without help,229.6,0.64,0.82,omission:1;substitution:3;insertion:0;repetition:1,86.9,59.9,78.3,24.9,0.09,42.2,77.4,83.3,61.1,95.0,fluency,0.232,Moderate,Moderate
C017,C017-S05,2026-08-30,12,7,Female,P01,Easy,74.8,116,84,32,93.1,71.1,80.1,0.277,3,0,2,5,2,the little girl walked to school with her brother,254.2,0.71,0.96,omission:2;substitution:5;insertion:2;repetition:0,93.1,80.1,72.2,15.5,0.1,46.3,91.6,70.9,83.9,73.0,decoding,0.238,Moderate,Moderate
C018,C018-S01,2026-08-18,12,7,Female,P03,Moderate,71.7,137,103,34,114.7,88.9,85.4,0.241,2,2,0,3,1,the boy saw a colourful bird sitting in the garden,235.9,0.67,0.47,omission:0;substitution:3;insertion:1;repetition:2,114.7,85.4,75.4,21.6,0.07,59.6,96.6,98.6,88.5,87.3,pronunciation,0.184,Low,Low
C018,C018-S02,2026-08-25,12,7,Female,P05,Challenging,75.5,140,105,35,111.3,86.7,75.3,0.25,4,0,3,3,2,the teacher explained the lesson using pictures and examples,223.7,0.7,0.58,omission:3;substitution:3;insertion:2;repetition:0,111.3,75.3,75.1,18.8,0.04,58.0,76.9,74.9,70.6,86.0,fluency,0.266,Moderate,Moderate
C018,C018-S03,2026-09-01,12,7,Female,P03,Moderate,38.7,89,76,13,137.9,83.3,76.8,0.134,2,5,2,0,0,the boy opened the book and started reading the story,219.7,0.51,0.61,omission:2;substitution:0;insertion:0;repetition:5,137.9,76.8,85.0,21.4,0.05,54.1,75.2,86.7,75.7,89.4,phonological,0.079,Low,Low
C018,C018-S04,2026-09-08,12,7,Female,P05,Challenging,43.0,83,68,15,115.8,88.2,91.5,0.167,4,1,2,2,1,the teacher explained the lesson using pictures and examples,217.6,0.57,0.52,omission:2;substitution:2;insertion:1;repetition:1,115.8,91.5,82.2,18.8,0.07,60.4,72.9,79.0,94.4,90.9,phonological,0.132,Low,Low
C018,C018-S05,2026-09-15,12,7,Female,P02,Moderate,72.8,131,107,24,107.9,81.5,79.5,0.195,2,1,1,1,2,the family spent the evening reading a new story together,236.6,0.68,0.48,omission:1;substitution:1;insertion:2;repetition:1,107.9,79.5,81.5,17.6,0.03,63.4,94.3,86.8,80.9,84.8,fluency,0.196,Low,Low
C019,C019-S01,2026-08-10,11,6,Female,P02,Moderate,129.7,88,32,56,40.7,48.0,15.4,0.646,8,2,4,1,2,the family spent the evening reading a new story together,236.2,0.48,1.07,omission:4;substitution:1;insertion:2;repetition:2,40.7,15.4,36.7,26.6,0.12,30.6,58.3,79.1,13.4,46.3,fluency,0.689,High,High
C019,C019-S02,2026-08-17,11,6,Female,P03,Moderate,276.2,133,55,78,28.9,45.6,30.0,0.58,1,1,4,2,1,the children walked across the road before entering the school,230.6,0.63,1.05,omission:4;substitution:2;insertion:1;repetition:1,28.9,30.0,41.6,36.2,0.15,22.0,96.5,73.9,30.4,47.4,fluency,0.62,High,High
C019,C019-S03,2026-08-24,11,6,Female,P05,Challenging,146.3,89,29,60,36.5,47.1,34.5,0.68,6,6,2,2,1,the young student carefully followed the instructions in the classroom,204.5,0.45,0.91,omission:2;substitution:2;insertion:1;repetition:6,36.5,34.5,32.9,26.5,0.11,37.0,59.1,88.1,34.2,50.7,fluency,0.662,High,High
C019,C019-S04,2026-08-31,11,6,Female,P02,Moderate,145.5,121,48,73,49.9,42.8,22.7,0.615,4,1,4,5,4,the boy opened the book and started reading the story,216.1,0.46,1.03,omission:4;substitution:5;insertion:4;repetition:1,49.9,22.7,39.3,31.0,0.11,27.7,72.5,69.4,20.0,44.3,fluency,0.662,High,High
C019,C019-S05,2026-09-07,11,6,Female,P01,Easy,225.6,110,53,57,29.3,52.6,21.3,0.521,4,4,2,3,2,the small bird flew over the tree and rested on a branch,249.2,0.5,1.09,omission:2;substitution:3;insertion:2;repetition:4,29.3,21.3,47.8,17.4,0.14,38.8,69.6,84.1,18.0,53.6,fluency,0.626,High,High
C020,C020-S01,2026-08-18,10,5,Male,P01,Easy,86.9,94,50,44,64.9,71.8,55.3,0.463,5,2,2,3,0,the young student carefully followed the instructions in the classroom,233.3,0.76,1.01,omission:2;substitution:3;insertion:0;repetition:2,64.9,55.3,53.0,28.1,0.17,31.6,69.4,77.6,53.2,74.9,fluency,0.435,Moderate,Moderate
C020,C020-S02,2026-08-25,10,5,Male,P03,Moderate,98.7,110,61,49,66.8,66.0,53.5,0.444,3,2,6,1,1,the little girl walked to school with her brother,220.8,0.53,0.96,omission:6;substitution:1;insertion:1;repetition:2,66.8,53.5,55.1,20.4,0.08,41.2,76.2,63.6,51.2,70.4,fluency,0.44,Moderate,Moderate
C020,C020-S03,2026-09-01,10,5,Male,P04,Challenging,104.7,104,65,39,59.6,61.7,52.4,0.383,4,2,0,2,0,the cat was sitting quietly beside the window,205.8,0.55,0.82,omission:0;substitution:2;insertion:0;repetition:2,59.6,52.4,62.0,25.4,0.11,41.6,77.3,99.7,56.9,63.5,fluency,0.44,Moderate,Moderate
C020,C020-S04,2026-09-08,10,5,Male,P01,Easy,155.4,149,82,67,57.5,58.8,49.7,0.453,2,4,4,6,3,the young student carefully followed the instructions in the classroom,235.6,0.72,0.95,omission:4;substitution:6;insertion:3;repetition:4,57.5,49.7,55.3,24.3,0.07,37.7,75.4,61.8,53.0,58.6,fluency,0.488,High,High
C020,C020-S05,2026-09-15,10,5,Male,P04,Challenging,117.7,143,99,44,72.9,62.9,60.6,0.298,11,4,3,2,0,the family went to the park on a sunny afternoon,224.4,0.39,0.95,omission:3;substitution:2;insertion:0;repetition:4,72.9,60.6,69.3,31.3,0.12,30.7,32.7,84.2,59.9,65.7,phonological,0.353,Moderate,High
C021,C021-S01,2026-08-09,10,5,Female,P02,Moderate,56.5,125,110,15,132.8,93.4,66.5,0.134,3,3,2,1,3,the young student carefully followed the instructions in the classroom,236.0,0.58,0.62,omission:2;substitution:1;insertion:3;repetition:3,132.8,66.5,87.8,16.7,0.04,58.5,80.8,89.4,65.8,89.1,fluency,0.129,Low,Low
C021,C021-S02,2026-08-16,10,5,Female,P01,Easy,40.4,85,74,11,126.1,88.1,98.2,0.136,3,0,1,1,0,the little girl walked to school with her brother,241.1,0.59,0.51,omission:1;substitution:1;insertion:0;repetition:0,126.1,98.2,87.5,18.3,0.06,61.2,84.7,95.6,98.1,89.1,phonological,0.017,Low,Low
C021,C021-S03,2026-08-23,10,5,Female,P03,Moderate,57.0,97,86,11,102.1,77.7,83.1,0.129,2,1,1,3,2,the boy opened the book and started reading the story,215.3,0.71,0.75,omission:1;substitution:3;insertion:2;repetition:1,102.1,83.1,88.9,14.1,0.08,56.0,91.7,89.9,80.0,82.8,fluency,0.199,Low,Low
C021,C021-S04,2026-08-30,10,5,Female,P04,Challenging,47.8,99,90,9,124.2,83.7,92.0,0.092,2,1,0,1,0,the student tried to understand the difficult passage without help,236.8,0.59,0.56,omission:0;substitution:1;insertion:0;repetition:1,124.2,92.0,90.9,14.3,0.02,63.3,87.1,93.2,96.0,81.7,pronunciation,0.167,Low,Low
C021,C021-S05,2026-09-06,10,5,Female,P05,Challenging,62.7,147,134,13,140.7,83.6,89.4,0.08,4,0,1,1,0,the teacher asked the students to read the new passage,239.5,0.79,0.35,omission:1;substitution:1;insertion:0;repetition:0,140.7,89.4,91.4,22.3,0.06,63.8,80.0,100.0,85.0,81.2,phonological,0.074,Low,Low
C022,C022-S01,2026-08-12,8,3,Male,P01,Easy,213.0,82,35,47,23.1,51.6,38.2,0.566,11,6,9,4,1,the family went to the park on a sunny afternoon,234.3,0.58,1.0,omission:9;substitution:4;insertion:1;repetition:6,23.1,38.2,42.9,35.9,0.12,24.3,32.0,47.9,37.0,52.9,phonological,0.646,High,High
C022,C022-S02,2026-08-19,8,3,Male,P04,Challenging,204.9,111,48,63,32.5,37.0,31.2,0.572,5,1,9,4,2,the boy saw a colourful bird sitting in the garden,222.5,0.44,0.83,omission:9;substitution:4;insertion:2;repetition:1,32.5,31.2,43.2,27.8,0.12,38.8,79.9,45.4,31.9,37.6,fluency,0.668,High,High
C022,C022-S03,2026-08-26,8,3,Male,P04,Challenging,138.1,118,56,62,51.3,47.1,31.6,0.518,2,4,3,3,4,the boy saw a colourful bird sitting in the garden,217.7,0.7,0.91,omission:3;substitution:3;insertion:4;repetition:4,51.3,31.6,47.0,25.9,0.1,37.6,79.8,84.5,29.7,38.7,fluency,0.563,High,High
C022,C022-S04,2026-09-02,8,3,Male,P02,Moderate,111.1,100,37,63,54.0,44.4,23.2,0.628,10,2,5,1,3,the teacher explained the lesson using pictures and examples,231.9,0.54,0.75,omission:5;substitution:1;insertion:3;repetition:2,54.0,23.2,36.5,29.8,0.1,40.1,45.2,66.9,26.9,45.4,fluency,0.642,High,High
C022,C022-S05,2026-09-09,8,3,Male,P02,Moderate,79.6,90,41,49,67.8,50.0,42.5,0.53,6,5,2,4,5,the little girl walked to school with her brother,239.4,0.67,0.96,omission:2;substitution:4;insertion:5;repetition:5,67.8,42.5,45.1,25.8,0.12,35.9,57.3,71.7,41.9,49.3,fluency,0.484,High,High
C023,C023-S01,2026-08-06,8,3,Male,P05,Challenging,64.8,102,74,28,94.5,71.4,61.5,0.273,2,1,3,0,0,the children visited the library and selected interesting books to read,213.9,0.41,0.7,omission:3;substitution:0;insertion:0;repetition:1,94.5,61.5,72.2,21.6,0.05,50.6,93.7,87.9,62.7,70.3,fluency,0.25,Moderate,Moderate
C023,C023-S02,2026-08-13,8,3,Male,P04,Challenging,101.3,130,110,20,77.0,68.7,71.4,0.17,2,2,0,1,1,the boy saw a colourful bird sitting in the garden,205.5,0.58,0.64,omission:0;substitution:1;insertion:1;repetition:2,77.0,71.4,85.0,26.0,0.09,48.3,87.8,95.7,74.4,70.0,pronunciation,0.25,Moderate,Moderate
C023,C023-S03,2026-08-20,8,3,Male,P02,Moderate,73.9,83,51,32,67.4,67.1,70.6,0.37,5,1,0,2,1,the children visited the library and selected interesting books to read,245.3,0.79,0.66,omission:0;substitution:2;insertion:1;repetition:1,67.4,70.6,61.6,15.6,0.04,57.9,77.2,93.6,72.6,66.5,pronunciation,0.399,Moderate,Moderate
C023,C023-S04,2026-08-27,8,3,Male,P03,Moderate,49.0,83,55,28,101.6,75.8,75.8,0.345,2,4,4,2,1,the girl opened her book and read the story aloud,243.6,0.54,0.91,omission:4;substitution:2;insertion:1;repetition:4,101.6,75.8,66.3,12.4,0.08,51.4,79.6,64.1,76.0,77.0,decoding,0.281,Moderate,Moderate
C023,C023-S05,2026-09-03,8,3,Male,P01,Easy,79.8,110,85,25,82.7,67.5,74.7,0.241,6,1,4,2,0,the family spent the evening reading a new story together,229.9,0.52,0.69,omission:4;substitution:2;insertion:0;repetition:1,82.7,74.7,77.3,15.7,0.07,56.6,75.1,81.6,73.4,63.9,pronunciation,0.242,Moderate,Moderate
C024,C024-S01,2026-08-06,12,7,Female,P03,Moderate,43.5,90,73,17,124.1,84.7,77.8,0.176,1,2,2,1,1,the children played together in the garden after school,235.3,0.72,0.62,omission:2;substitution:1;insertion:1;repetition:2,124.1,77.8,80.6,17.0,0.1,58.2,83.2,89.6,77.8,84.1,fluency,0.17,Low,Low
C024,C024-S02,2026-08-13,12,7,Female,P02,Moderate,81.3,140,110,30,103.3,81.8,87.3,0.213,2,1,4,2,1,the little girl walked to school with her brother,210.6,0.54,0.58,omission:4;substitution:2;insertion:1;repetition:1,103.3,87.3,78.6,15.3,0.06,61.6,83.6,76.5,86.1,83.4,decoding,0.214,Low,Low
C024,C024-S03,2026-08-20,12,7,Female,P02,Moderate,69.5,148,127,21,127.8,93.3,91.6,0.141,1,1,1,2,0,the boy opened the book and started reading the story,221.7,0.53,0.54,omission:1;substitution:2;insertion:0;repetition:1,127.8,91.6,85.8,22.3,0.04,56.1,96.1,100.0,93.0,94.5,fluency,0.071,Low,Low
C024,C024-S04,2026-08-27,12,7,Female,P03,Moderate,75.3,149,136,13,118.7,97.0,89.1,0.079,3,0,0,1,1,the girl opened her book and read the story aloud,237.3,0.59,0.51,omission:0;substitution:1;insertion:1;repetition:0,118.7,89.1,91.0,18.4,0.06,61.1,78.7,97.8,86.8,100.0,phonological,0.136,Low,Low
C024,C024-S05,2026-09-03,12,7,Female,P01,Easy,66.4,144,138,6,130.0,88.1,95.2,0.034,2,1,1,2,0,the children walked across the road before entering the school,240.2,0.52,0.5,omission:1;substitution:2;insertion:0;repetition:1,130.0,95.2,95.6,11.9,0.08,68.0,91.8,86.3,95.4,91.2,decoding,0.015,Low,Low
C025,C025-S01,2026-08-15,9,4,Female,P01,Easy,124.8,114,82,32,54.8,49.8,47.8,0.262,4,2,1,2,0,the teacher asked the students to read the new passage,205.0,0.42,1.05,omission:1;substitution:2;insertion:0;repetition:2,54.8,47.8,72.4,21.3,0.12,36.7,74.5,93.7,50.9,50.1,pronunciation,0.442,Moderate,High
C025,C025-S02,2026-08-22,9,4,Female,P03,Moderate,169.6,135,68,67,47.8,47.4,34.8,0.5,4,2,3,3,0,the family spent the evening reading a new story together,244.2,0.47,0.99,omission:3;substitution:3;insertion:0;repetition:2,47.8,34.8,50.7,19.7,0.08,40.7,80.0,85.9,33.2,41.1,fluency,0.62,High,High
C025,C025-S03,2026-08-29,9,4,Female,P03,Moderate,88.8,94,51,43,63.5,50.2,37.0,0.46,3,7,1,1,3,the children played together in the garden after school,235.6,0.45,1.18,omission:1;substitution:1;insertion:3;repetition:7,63.5,37.0,54.6,31.6,0.14,21.3,59.0,90.9,37.2,48.3,fluency,0.51,High,High
C025,C025-S04,2026-09-05,9,4,Female,P03,Moderate,146.3,131,56,75,53.7,51.7,37.8,0.578,3,5,5,3,1,the girl opened her book and read the story aloud,222.2,0.42,0.81,omission:5;substitution:3;insertion:1;repetition:5,53.7,37.8,42.6,28.4,0.17,39.3,69.9,64.2,38.6,52.8,fluency,0.54,High,High
C025,C025-S05,2026-09-12,9,4,Female,P01,Easy,95.6,87,51,36,54.6,53.6,55.5,0.407,6,3,1,4,1,the teacher explained the lesson using pictures and examples,256.4,0.58,0.57,omission:1;substitution:4;insertion:1;repetition:3,54.6,55.5,58.1,26.9,0.12,50.4,63.8,78.8,55.6,53.8,pronunciation,0.492,High,High
C026,C026-S01,2026-08-05,10,5,Female,P02,Moderate,83.8,97,46,51,69.4,55.4,45.2,0.536,7,1,3,3,0,the teacher asked the students to read the new passage,211.6,0.32,0.93,omission:3;substitution:3;insertion:0;repetition:1,69.4,45.2,47.5,26.3,0.11,36.4,73.7,75.6,49.6,58.5,fluency,0.479,High,High
C026,C026-S02,2026-08-12,10,5,Female,P04,Challenging,70.0,109,63,46,93.5,66.3,55.7,0.418,6,3,5,3,1,the little girl walked to school with her brother,220.7,0.61,0.59,omission:5;substitution:3;insertion:1;repetition:3,93.5,55.7,58.2,29.8,0.11,46.5,69.4,72.6,59.2,65.5,fluency,0.383,Moderate,Moderate
C026,C026-S03,2026-08-19,10,5,Female,P02,Moderate,114.0,134,68,66,70.5,59.8,45.3,0.508,5,1,3,1,4,the boy saw a colourful bird sitting in the garden,214.6,0.45,0.96,omission:3;substitution:1;insertion:4;repetition:1,70.5,45.3,50.7,24.5,0.08,36.9,76.9,91.5,45.4,64.7,fluency,0.509,High,High
C026,C026-S04,2026-08-26,10,5,Female,P01,Easy,89.6,105,71,34,70.3,69.4,42.2,0.314,4,0,1,5,2,the boy opened the book and started reading the story,221.0,0.49,0.86,omission:1;substitution:5;insertion:2;repetition:0,70.3,42.2,67.7,24.8,0.1,40.6,87.1,71.1,40.6,69.4,fluency,0.392,Moderate,Moderate
C026,C026-S05,2026-09-02,10,5,Female,P01,Easy,89.0,110,75,35,74.2,79.1,65.9,0.311,10,2,3,2,4,the teacher explained the lesson using pictures and examples,241.3,0.42,0.91,omission:3;substitution:2;insertion:4;repetition:2,74.2,65.9,68.1,19.4,0.13,44.2,48.3,85.0,68.6,77.3,phonological,0.328,Moderate,Moderate
C027,C027-S01,2026-08-12,9,4,Female,P03,Moderate,57.0,99,85,14,104.2,80.0,62.9,0.131,1,1,1,1,0,the boy opened the book and started reading the story,238.6,0.58,0.91,omission:1;substitution:1;insertion:0;repetition:1,104.2,62.9,86.2,12.6,0.07,50.8,90.2,96.6,62.0,83.3,fluency,0.233,Moderate,Moderate
C027,C027-S02,2026-08-19,9,4,Female,P04,Challenging,60.6,101,71,30,100.0,87.2,80.0,0.27,3,0,3,2,0,the girl opened her book and read the story aloud,234.7,0.48,0.67,omission:3;substitution:2;insertion:0;repetition:0,100.0,80.0,69.9,17.1,0.08,56.1,100.0,79.1,78.0,85.9,fluency,0.237,Moderate,Moderate
C027,C027-S03,2026-08-26,9,4,Female,P01,Easy,69.6,134,101,33,115.6,88.0,90.2,0.25,2,2,1,3,0,the family spent the evening reading a new story together,218.1,0.63,0.84,omission:1;substitution:3;insertion:0;repetition:2,115.6,90.2,75.1,18.6,0.06,47.9,80.2,79.7,91.3,87.0,decoding,0.219,Low,Low
C027,C027-S04,2026-09-02,9,4,Female,P03,Moderate,63.9,121,104,17,113.7,89.7,82.2,0.142,1,1,1,1,1,the teacher asked the students to read the new passage,182.8,0.45,1.0,omission:1;substitution:1;insertion:1;repetition:1,113.7,82.2,85.8,19.7,0.04,40.1,91.7,87.8,76.7,88.5,fluency,0.12,Low,Low
C027,C027-S05,2026-09-09,9,4,Female,P01,Easy,60.4,95,73,22,94.3,75.7,74.3,0.22,4,2,4,1,1,the little girl walked to school with her brother,239.9,0.59,0.54,omission:4;substitution:1;insertion:1;repetition:2,94.3,74.3,76.9,18.3,0.07,60.0,80.3,79.6,76.1,78.5,fluency,0.182,Low,Low
C028,C028-S01,2026-08-12,11,6,Female,P02,Moderate,158.0,144,78,66,54.7,60.3,26.3,0.433,3,2,4,1,3,the student tried to understand the difficult passage without help,216.1,0.66,1.04,omission:4;substitution:1;insertion:3;repetition:2,54.7,26.3,54.2,28.6,0.12,29.7,80.6,78.2,24.1,60.6,fluency,0.577,High,High
C028,C028-S02,2026-08-19,11,6,Female,P05,Challenging,318.1,117,44,73,22.1,47.2,33.4,0.63,7,4,0,1,2,the family went to the park on a sunny afternoon,241.9,0.52,0.88,omission:0;substitution:1;insertion:2;repetition:4,22.1,33.4,37.7,29.8,0.13,35.0,57.5,84.8,40.2,48.4,fluency,0.675,High,High
C028,C028-S03,2026-08-26,11,6,Female,P01,Easy,139.3,89,41,48,38.3,43.2,25.7,0.538,6,3,5,2,2,the family spent the evening reading a new story together,210.2,0.66,0.82,omission:5;substitution:2;insertion:2;repetition:3,38.3,25.7,46.0,35.1,0.15,32.0,77.3,73.7,23.8,43.9,fluency,0.653,High,High
C028,C028-S04,2026-09-02,11,6,Female,P01,Easy,142.7,95,38,57,39.9,43.2,37.0,0.591,7,2,7,3,1,the boy saw a colourful bird sitting in the garden,254.7,0.49,0.96,omission:7;substitution:3;insertion:1;repetition:2,39.9,37.0,40.3,28.3,0.14,33.4,64.1,60.2,36.5,50.3,fluency,0.699,High,High
C028,C028-S05,2026-09-09,11,6,Female,P04,Challenging,183.1,116,38,78,38.0,43.0,41.3,0.667,9,2,3,3,1,the cat was sitting quietly beside the window,234.5,0.48,1.03,omission:3;substitution:3;insertion:1;repetition:2,38.0,41.3,33.0,26.8,0.13,32.1,45.8,84.8,42.0,39.3,pronunciation,0.594,High,High
C029,C029-S01,2026-08-03,8,3,Female,P05,Challenging,83.7,125,91,34,89.7,64.8,61.6,0.263,2,3,1,3,2,the small bird flew over the tree and rested on a branch,220.8,0.59,0.72,omission:1;substitution:3;insertion:2;repetition:3,89.7,61.6,72.4,22.7,0.13,48.5,80.9,78.1,59.9,69.2,fluency,0.268,Moderate,Moderate
C029,C029-S02,2026-08-10,8,3,Female,P01,Easy,63.8,100,69,31,94.0,79.4,65.9,0.306,6,1,0,1,1,the children played together in the garden after school,243.0,0.56,0.49,omission:0;substitution:1;insertion:1;repetition:1,94.0,65.9,69.1,21.1,0.1,59.1,73.7,91.9,65.3,83.3,fluency,0.24,Moderate,Moderate
C029,C029-S03,2026-08-17,8,3,Female,P02,Moderate,74.4,136,103,33,109.7,81.9,74.0,0.234,2,2,0,1,0,the teacher explained the lesson using pictures and examples,221.0,0.47,0.69,omission:0;substitution:1;insertion:0;repetition:2,109.7,74.0,76.1,27.8,0.11,44.7,82.2,96.1,71.5,78.5,fluency,0.183,Low,Low
C029,C029-S04,2026-08-24,8,3,Female,P03,Moderate,78.7,148,119,29,112.8,74.6,49.6,0.202,3,3,2,2,3,the student tried to understand the difficult passage without help,233.4,0.66,0.62,omission:2;substitution:2;insertion:3;repetition:3,112.8,49.6,80.1,23.0,0.09,52.2,66.5,91.2,48.3,73.5,fluency,0.26,Moderate,Moderate
C029,C029-S05,2026-08-31,8,3,Female,P04,Challenging,68.4,104,64,40,91.2,70.6,61.0,0.389,2,2,3,1,2,the cat was sitting quietly beside the window,236.7,0.42,0.52,omission:3;substitution:1;insertion:2;repetition:2,91.2,61.0,61.2,27.4,0.1,51.9,86.1,88.7,62.5,74.2,fluency,0.392,Moderate,Moderate
C030,C030-S01,2026-08-06,11,6,Female,P02,Moderate,48.1,85,53,32,106.0,81.4,84.5,0.358,2,0,2,3,0,the student tried to understand the difficult passage without help,230.6,0.37,0.32,omission:2;substitution:3;insertion:0;repetition:0,106.0,84.5,62.9,23.9,0.09,63.4,97.2,80.0,81.4,80.2,decoding,0.267,Moderate,Moderate
C030,C030-S02,2026-08-13,11,6,Female,P02,Moderate,48.8,93,80,13,114.4,84.9,80.3,0.141,0,1,1,3,1,the children walked across the road before entering the school,217.8,0.55,0.88,omission:1;substitution:3;insertion:1;repetition:1,114.4,80.3,86.0,16.2,0.09,48.6,93.9,83.7,77.8,86.9,fluency,0.108,Low,Low
C030,C030-S03,2026-08-20,11,6,Female,P04,Challenging,63.3,124,101,23,117.5,92.0,72.5,0.178,4,1,1,0,1,the little girl walked to school with her brother,211.8,0.71,0.77,omission:1;substitution:0;insertion:1;repetition:1,117.5,72.5,81.7,17.4,0.07,51.6,84.1,91.5,73.6,92.8,fluency,0.193,Low,Low
C030,C030-S04,2026-08-27,11,6,Female,P04,Challenging,64.1,129,109,20,120.7,95.4,86.7,0.163,1,1,2,0,0,the family went to the park on a sunny afternoon,232.2,0.69,0.64,omission:2;substitution:0;insertion:0;repetition:1,120.7,86.7,84.7,17.9,0.05,56.4,91.9,98.8,88.3,96.3,fluency,0.136,Low,Low
C030,C030-S05,2026-09-03,11,6,Female,P04,Challenging,54.3,103,92,11,113.9,69.9,80.4,0.118,7,2,0,2,1,the children visited the library and selected interesting books to read,202.8,0.71,0.61,omission:0;substitution:2;insertion:1;repetition:2,113.9,80.4,89.7,13.5,0.05,62.0,73.4,97.5,77.3,63.2,pronunciation,0.178,Low,Low
